Name;First_Name;Profits
Maurice;Xavier;1274961.95
Morel;Antoinette;1274883.05
Lemaire;Timothée;1274881.65
Gerard;Aurélie;1274878.8
Riou;Raymond;1274763.85
Bonnet;Christelle;1274698.6
Fleury;Franck;1274516.7
Faivre;Gabrielle;1274499.65
Lecoq;Roland;1274408.5
Nicolas;Christelle;1274403.0
Renard;Christiane;1274353.4
Dos Santos;Chantal;1274248.75
Chretien;Jérôme;1274214.9
Roy;Dominique;1274196.0
Marion;Maryse;1274162.65
Adam;David;1274120.75
Guyon;Olivier;1274089.8
De Sousa;Laurent;1274074.6
Masse;Luc;1274048.6
Techer;Catherine;1274044.35
Raynaud;Lorraine;1273987.9
Bousquet;Augustin;1273887.3
Gaudin;François;1273776.5
Pierre;Joséphine;1273760.75
Chevalier;Anne;1273717.15
Courtois;Patrick;1273573.95
Remy;Zoé;1273556.85
Raymond;Élise;1273521.8
Lacombe;Timothée;1273507.75
Riviere;Agathe;1273435.7
Buisson;Christelle;1273363.8
Duhamel;Juliette;1273352.15
Colin;Maryse;1273270.0
Jacques;Brigitte;1273206.6
Delmas;Marie;1273174.0
Caron;Michelle;1273054.85
Fischer;Maggie;1273042.5
Gonzalez;Benjamin;1272998.2
Leduc;Gilles;1272957.4
Albert;Hugues;1272924.75
Mallet;Franck;1272894.4
Jacques;Benoît;1272886.5
Normand;Édouard;1272859.35
Bertrand;Roland;1272847.45
Leduc;Marguerite;1272830.95
Cousin;Emmanuel;1272797.1
Petit;Vincent;1272762.45
Martel;Michel;1272663.0
Vallee;Guy;1272656.05
Jacquot;Lorraine;1272650.35
Lebreton;Emmanuelle;1272637.0
Parent;Guillaume;1272629.0
Marion;Bertrand;1272580.4
Monnier;Alexandria;1272556.8
Hernandez;Zacharie;1272455.0
Marechal;Patrick;1272453.55
Leveque;Françoise;1272412.3
Renaud;William;1272335.45
Menard;Stéphanie;1272316.55
Levy;Noël;1272316.55
Bernier;Aurélie;1272307.4
Chauveau;Virginie;1272279.85
Breton;Joséphine;1272264.75
Roche;Alexandre;1272256.05
Maillet;Julie;1272243.85
Legendre;Bernard;1272234.45
Faivre;Juliette;1272105.5
Chevalier;Gabriel;1272091.95
Le Goff;Élodie;1272074.5
Delahaye;Nicolas;1271984.5
Leroux;William;1271970.05
Bigot;Nicolas;1271939.5
Durand;Adrien;1271921.05
Chretien;Anouk;1271833.75
Muller;Louis;1271716.1
Poulain;Chantal;1271686.5
Gaillard;Catherine;1271562.4
Grenier;Diane;1271561.3
Guyot;Richard;1271554.4
Leclercq;Isabelle;1271507.6
Becker;Rémy;1271506.45
Leblanc;Jacques;1271491.95
Boucher;Colette;1271465.0
Leclercq;Anne;1271401.25
Le Gall;Nicolas;1271380.05
Cohen;Jacques;1271335.25
Garcia;Luc;1271231.15
Pereira;Maggie;1271189.1
Marty;Émilie;1271166.5
Julien;Margaux;1271158.05
Charrier;Corinne;1271102.15
Delaunay;Daniel;1271091.4
Vasseur;Camille;1271090.65
Clerc;Benoît;1271052.4
Ferrand;Lucie;1271049.7
Daniel;Christiane;1270826.05
Brun;Michelle;1270789.0
Perrier;Astrid;1270763.35
Lombard;Dominique;1270746.3
Roussel;Nathalie;1270718.2
Pichon;Georges;1270632.3
Lefevre;Céline;1270560.55
Baudry;Marcelle;1270552.8
Germain;Olivier;1270525.9
Robert;Andrée;1270499.55
Andre;Noël;1270493.5
Bonnet;Luc;1270474.3
Auger;Constance;1270460.4
Chevalier;Madeleine;1270437.3
Marion;Cécile;1270414.4
Salmon;Margaux;1270383.9
Lamy;Vincent;1270361.55
Bodin;Danielle;1270315.5
Munoz;Alix;1270295.95
Charpentier;Christophe;1270278.7
Duhamel;Aimé;1270223.9
Barre;François;1270189.15
Lacombe;Patrick;1270075.65
Jacob;Catherine;1270011.95
Chevalier;Joséphine;1269964.6
Boyer;Alexandre;1269940.2
Bruneau;Josette;1269908.6
Boucher;Timothée;1269759.45
Etienne;Marcelle;1269742.2
Duhamel;Alexandrie;1269677.8
Giraud;Michelle;1269600.4
Grenier;Pierre;1269576.45
Evrard;Philippe;1269568.35
Marchal;Anaïs;1269550.35
Aubry;Joseph;1269516.7
Perret;Margot;1269464.15
Humbert;Martin;1269397.45
Barbe;Andrée;1269375.2
Brunet;Élise;1269237.3
Laroche;Sylvie;1269210.7
Poulain;Benjamin;1269181.1
Jourdan;Xavier;1269162.7
Boyer;Eugène;1269121.4
Marty;Maurice;1269093.15
Schneider;Frédérique;1268844.25
Leblanc;Julien;1268843.6
Jacob;Agnès;1268809.4
Etienne;Jules;1268748.65
Bonnet;Virginie;1268743.6
Bodin;Philippe;1268663.3
Neveu;Hugues;1268623.75
Marie;Élise;1268522.95
Briand;Claudine;1268443.55
Vaillant;Christophe;1268393.1
Auger;Adrienne;1268324.7
Maillard;Maryse;1268190.7
Etienne;Gilbert;1268142.5
Bertin;Geneviève;1268129.85
Salmon;Alice;1268107.15
Brun;Gérard;1268102.65
Roussel;Nicolas;1268079.95
Joly;Honoré;1268042.0
Maillot;Astrid;1268024.9
Herve;Noémi;1268016.5
Hamel;Geneviève;1267979.35
Marechal;Odette;1267976.8
Schneider;Thibault;1267932.45
Letellier;Robert;1267925.15
Peltier;Corinne;1267922.95
Ramos;Geneviève;1267910.15
Breton;Luce;1267838.7
Boucher;Éléonore;1267829.6
Mallet;Guy;1267829.05
Berger;Pierre;1267742.65
Hubert;Roger;1267605.9
Carre;Michelle;1267583.0
Regnier;Gilbert;1267579.5
Lebreton;Paul;1267471.25
Lemaitre;Michelle;1267468.5
Lamy;Camille;1267441.15
Bazin;Alexandria;1267385.85
Pichon;Émilie;1267355.0
Muller;Valentine;1267222.3
Mallet;Margot;1267200.15
Blanc;Henri;1267181.5
Moreau;Pénélope;1267162.8
Didier;Daniel;1267140.7
Rousseau;Françoise;1267099.3
Michel;Josette;1267071.05
Thierry;Margaret;1267071.05
Boulanger;Vincent;1267061.2
Lenoir;Thierry;1267018.5
Leconte;Dorothée;1266993.6
Traore;Maggie;1266950.95
Michaud;Isabelle;1266948.7
Henry;Audrey;1266933.95
Clement;Christophe;1266894.95
Regnier;Isaac;1266894.1
Gonzalez;Lorraine;1266882.6
Renaud;Valentine;1266867.3
Berger;Honoré;1266841.3
Paris;Guillaume;1266822.25
Marchand;Théodore;1266763.15
Garcia;Anastasie;1266743.0
Blot;Odette;1266701.75
Denis;Bertrand;1266700.5
Moulin;Élisabeth;1266684.6
Thibault;Joséphine;1266546.8
Leduc;Joseph;1266524.15
Bigot;Bertrand;1266473.25
Carlier;Édouard;1266404.75
Navarro;Aimée;1266383.85
Morin;Dorothée;1266368.1
Giraud;Auguste;1266330.15
Adam;Nicolas;1266247.15
Potier;Michelle;1266169.75
Carlier;Étienne;1266145.6
Perrot;Marine;1266131.3
Godard;Olivie;1266054.85
Dufour;Honoré;1265973.0
Jacquot;Alphonse;1265921.95
Merle;Laetitia;1265913.2
Diaz;Marthe;1265875.4
Devaux;Hugues;1265865.65
Francois;Corinne;1265816.85
Lacroix;Inès;1265757.45
Vaillant;Gilles;1265695.65
Maillot;Noël;1265693.65
Remy;Guy;1265665.65
Foucher;Jacqueline;1265653.2
Colas;Martine;1265629.75
Roux;Maryse;1265627.35
Boyer;Nath;1265470.55
Lecoq;Agathe;1265424.8
Clement;Denis;1265358.6
Poulain;Guy;1265290.1
Lejeune;Julien;1265231.8
Sanchez;François;1265131.1
Francois;Susan;1265101.4
Francois;Marcelle;1265009.35
Lecomte;Véronique;1264953.7
Guerin;Corinne;1264923.1
Hubert;Cécile;1264834.05
Pruvost;Adrien;1264803.1
Dufour;Michèle;1264752.55
Munoz;Charles;1264658.9
Gerard;Honoré;1264606.5
Pereira;Luce;1264580.4
Blot;Martin;1264545.8
Etienne;Jules;1264544.25
Leveque;Édith;1264440.05
Lefebvre;Pénélope;1264405.25
Coste;Jeanne;1264401.15
Rodrigues;Valentine;1264349.1
Legros;Marie;1264295.9
Deschamps;Diane;1264276.6
Descamps;Alain;1264250.25
Bonneau;Célina;1264232.35
Guilbert;Michel;1264205.55
Leblanc;Margot;1264158.5
Henry;Anne;1264112.45
Martel;Louis;1264048.75
Huet;Alice;1264018.0
Guerin;Frédéric;1263969.2
Reynaud;Paulette;1263946.65
Louis;Michelle;1263916.15
Vallet;Michelle;1263716.15
Rocher;Julie;1263680.9
Michaud;Timothée;1263634.85
Vincent;Dominique;1263618.85
Mathieu;Marguerite;1263584.2
Peltier;Jeannine;1263583.75
Lebon;Laurent;1263533.75
Duval;Paul;1263527.3
Bonnin;Anaïs;1263463.2
Payet;André;1263458.0
Moreau;Dorothée;1263453.65
Bertin;William;1263395.8
Bertrand;Françoise;1263302.1
Meunier;Célina;1263277.25
Philippe;Jean;1263239.25
Pottier;Mathilde;1263200.35
Dumont;Anaïs;1263189.1
Martinez;Alain;1263187.3
Guyon;Claire;1263111.05
Petitjean;Gilles;1263105.75
Robert;Antoine;1262940.2
Duhamel;Roland;1262938.9
Coulon;Roger;1262870.9
Pons;Michel;1262509.25
Levy;Sabine;1262486.3
Joly;Maggie;1262476.6
Dijoux;Hortense;1262372.0
Dupuis;Augustin;1262249.75
Andre;Édouard;1262198.5
Reynaud;Eugène;1262132.05
Prevost;Lucy;1261948.0
Michel;Sabine;1261893.4
Guillou;Suzanne;1261858.85
Ferreira;René;1261846.75
Renard;Stéphane;1261682.5
Gosselin;Stéphanie;1261637.65
Lebon;Philippe;1261627.25
Techer;Benjamin;1261602.25
Laurent;Claire;1261560.7
Jacques;Roland;1261543.7
Munoz;Danielle;1261479.25
Bousquet;Cécile;1261437.8
Bruneau;Honoré;1261427.55
Etienne;Édouard;1261390.0
Pages;Hugues;1261344.65
Raymond;Sébastien;1261307.3
Hebert;Alice;1261240.5
Chevallier;Patrick;1261195.95
Reynaud;Thérèse;1261185.85
Couturier;Bernard;1261157.25
Pascal;Roland;1261153.0
Neveu;Maurice;1261140.65
Barbier;Lucas;1261038.85
Didier;Dominique;1261005.75
Texier;Laetitia;1260997.4
Pichon;Étienne;1260893.95
Maillet;Antoine;1260768.55
Launay;Margaux;1260702.15
Vincent;Brigitte;1260700.35
Gautier;Céline;1260689.85
Valentin;Yves;1260629.15
Legendre;Manon;1260627.65
Torres;Andrée;1260590.85
Clement;Odette;1260561.7
Bazin;Lucie;1260524.85
Petit;Valentine;1260475.05
Weiss;Alfred;1260471.95
Pichon;Timothée;1260450.45
Etienne;Eugène;1260424.75
Rousseau;Sophie;1260413.7
Martineau;Émilie;1260411.3
Foucher;Pénélope;1260371.6
Boulanger;Antoine;1260356.55
Langlois;Auguste;1260212.9
Meunier;Denis;1260141.4
Remy;Pénélope;1260112.65
Maurice;Camille;1260033.9
Le Goff;Margot;1260009.5
Marin;Joseph;1259998.2
Carlier;William;1259906.6
Monnier;Hugues;1259900.95
Roy;René;1259860.45
Lebon;Augustin;1259849.1
Jacques;Henri;1259848.7
Pages;Jules;1259804.0
Dias;Victoire;1259705.1
Carre;Benjamin;1259662.8
Bazin;Philippine;1259410.95
Marty;Aimé;1259400.1
Hebert;Arnaude;1259376.85
Potier;Thierry;1259353.4
Lucas;Valentine;1259230.9
Riou;Maggie;1259193.4
Vaillant;Martine;1259162.4
Ferrand;Jérôme;1259150.45
Robin;Olivier;1259146.5
Diaz;Antoinette;1259125.7
Bouchet;Margot;1259017.0
Richard;Arthur;1259000.4
Boucher;Danielle;1258988.4
Bourgeois;Claire;1258947.1
Meunier;Andrée;1258910.45
Alves;Emmanuel;1258821.65
Blanchard;Monique;1258750.75
Robin;Gabriel;1258723.2
Morel;Henri;1258694.45
Bouvier;Joseph;1258685.5
Fischer;Valérie;1258653.6
Grenier;Agnès;1258626.35
Poirier;Laurent;1258600.5
Weber;Simone;1258547.3
Evrard;Benoît;1258450.3
Renard;Martine;1258416.8
Morvan;David;1258414.15
Mercier;Charlotte;1258408.8
Lopes;Éric;1258392.4
Ferrand;Clémence;1258388.95
Duhamel;Nath;1258271.75
Clement;Émile;1258259.3
Pereira;Odette;1258200.85
Mercier;Jacques;1258185.1
Pires;Paul;1258152.55
Paul;Lorraine;1258094.6
Bourgeois;Jacqueline;1258074.6
Moulin;Pénélope;1257975.35
Rousset;Daniel;1257912.7
Royer;Josette;1257909.3
Henry;Anastasie;1257892.0
Morel;Antoinette;1257815.5
Blin;Alix;1257791.0
Bourdon;Anastasie;1257679.05
Nicolas;Éléonore;1257615.0
Lecomte;Alix;1257591.5
Lacombe;Marine;1257561.45
Collin;Bernadette;1257544.3
Durand;Michel;1257386.55
Gaillard;Marie;1257386.3
Chauvet;Étienne;1257375.3
Thomas;Julie;1257268.75
Renault;Arnaude;1257226.0
Gaillard;Élisabeth;1257212.25
Lopez;Alice;1257050.05
Martineau;Julie;1257021.45
Alexandre;Inès;1257015.9
Thomas;Céline;1256921.9
Collet;Andrée;1256899.4
Barbier;Nathalie;1256803.15
Meunier;Paul;1256784.65
Durand;Michelle;1256779.75
Michaud;Chantal;1256748.1
Guyon;Jeannine;1256718.95
Bertin;Clémence;1256693.9
Rousseau;Olivier;1256655.45
Traore;Simone;1256655.45
Payet;Marthe;1256637.8
Jacquot;Stéphanie;1256603.7
Hoarau;Auguste;1256546.15
Marques;Alexandrie;1256524.65
Aubry;Claudine;1256483.1
Gay;Sylvie;1256404.1
Rocher;Océane;1256386.95
Foucher;Michel;1256352.55
Regnier;daisy;1256302.65
Tessier;Clémence;1256279.9
Mercier;Christiane;1256202.9
Marie;Gabrielle;1256113.5
Dupuis;Constance;1256046.25
Hoareau;Margot;1256017.55
Poirier;Valentine;1256008.95
Roux;Nicole;1256006.95
Bodin;Roland;1255939.2
Mathieu;René;1255929.9
Masson;Michèle;1255913.3
Gaillard;Michelle;1255909.55
Hoareau;Xavier;1255810.4
Pons;Luce;1255782.1
Morin;Mathilde;1255698.05
Buisson;Robert;1255674.0
Pascal;Marc;1255608.75
Cordier;Virginie;1255499.8
Ledoux;Yves;1255476.45
Henry;Marthe;1255475.05
Pascal;Margot;1255460.45
Collin;Nathalie;1255447.6
Thierry;Claude;1255415.7
Munoz;Louise;1255363.75
Martel;Dorothée;1255350.75
Jean;Adèle;1255313.55
Da Silva;Jérôme;1255264.65
Laroche;Antoine;1255240.45
Vaillant;Clémence;1255183.95
Jacquet;Sabine;1255107.6
Ribeiro;Bernard;1255104.0
Rey;Inès;1255087.3
Duval;Claudine;1255065.05
Petit;Valentine;1255001.05
Buisson;René;1254980.95
Renault;Simone;1254978.35
Colas;Joséphine;1254913.65
Maury;Hélène;1254874.85
Renault;Monique;1254855.6
Fouquet;Édouard;1254841.5
Techer;Corinne;1254828.3
Marchand;Laurence;1254806.8
Gregoire;Élisabeth;1254802.0
Lombard;Maryse;1254740.45
Blot;Nicole;1254704.3
Lopez;Adèle;1254686.8
Gros;Jacqueline;1254621.4
Hoarau;Marianne;1254602.75
Perez;Colette;1254600.5
Turpin;Hélène;1254534.65
Wagner;Virginie;1254521.25
Charrier;Geneviève;1254431.7
Seguin;Aimé;1254363.25
Robert;Jacqueline;1254360.15
Dumont;Sophie;1254336.45
Dubois;Emmanuelle;1254225.85
Carlier;Benjamin;1254224.75
Lebrun;Antoinette;1254220.0
Morvan;Dorothée;1254194.7
Courtois;Rémy;1254161.5
Toussaint;Alain;1254123.7
Rolland;Simone;1254080.05
Jacob;Alfred;1254005.2
Vincent;Hugues;1253986.5
Hubert;Timothée;1253975.2
Vasseur;Inès;1253957.0
Techer;Anne;1253933.9
Daniel;Julie;1253896.8
Aubry;Arthur;1253894.4
Lamy;Diane;1253819.45
Picard;Bertrand;1253751.05
Leroy;Sabine;1253718.3
Etienne;Laurence;1253671.2
Meyer;Frédéric;1253646.8
Thomas;Michèle;1253644.0
Guyot;Alphonse;1253575.6
Allard;daisy;1253575.4
Menard;Suzanne;1253513.7
Evrard;Joseph;1253499.1
Sauvage;Léon;1253368.75
Antoine;Geneviève;1253340.2
Dias;Josette;1253309.4
Benoit;Henri;1253291.55
Fabre;Sylvie;1253262.55
Riou;Martine;1253247.75
Dupuis;Pauline;1253235.1
Jourdan;Sylvie;1253200.0
Ferrand;Élodie;1253151.9
Clement;daisy;1253148.55
Valentin;Patrick;1253133.0
Besnard;Jacqueline;1253127.85
Fournier;Thibaut;1253086.25
Lamy;Christophe;1252961.35
Lebrun;Théodore;1252888.85
Poulain;Bertrand;1252874.5
Tanguy;Tristan;1252844.8
Rodrigues;Thierry;1252787.65
Bertin;Franck;1252779.1
Loiseau;Geneviève;1252666.4
Weiss;Philippine;1252646.5
Delmas;Claude;1252622.35
Cordier;Édouard;1252559.45
Guillet;Camille;1252512.6
Martineau;Michel;1252459.75
Bertin;Manon;1252440.75
Antoine;Odette;1252438.1
Pascal;Jeanne;1252404.8
Descamps;Jeanne;1252353.75
Etienne;Augustin;1252295.9
Hoareau;Maurice;1252260.8
Leleu;Éric;1252120.9
Perret;Brigitte;1251987.2
Turpin;David;1251957.55
Moulin;Pierre;1251929.65
Dos Santos;Margaux;1251926.75
Launay;Alexandria;1251901.85
Humbert;Arthur;1251815.35
Barthelemy;Denise;1251799.0
Remy;Lorraine;1251788.8
Chartier;Suzanne;1251786.15
De Sousa;Christine;1251717.3
Jacques;Claude;1251644.45
Deschamps;Édith;1251620.45
Alexandre;Lucie;1251556.9
Thibault;Frédérique;1251553.35
Morin;Christiane;1251487.1
Brun;Aimée;1251453.7
Bernier;Cécile;1251442.65
Dijoux;Sébastien;1251416.5
Fernandes;Astrid;1251414.0
Laine;Grégoire;1251386.5
Bourdon;Agathe;1251286.25
Boulay;Nathalie;1251178.45
Becker;Rémy;1251178.35
Tessier;Élisabeth;1251161.7
Samson;Thibaut;1251105.6
Jacquet;Sabine;1251078.1
Martin;Julien;1251071.0
Pelletier;Agathe;1251055.25
Schmitt;Louis;1251031.55
Laroche;Sylvie;1250913.05
Chretien;Sabine;1250851.65
Begue;Anouk;1250811.0
Turpin;Colette;1250795.95
Poulain;Hugues;1250718.9
Launay;Louis;1250717.35
Marie;Margaux;1250577.05
Salmon;Joseph;1250510.2
Leblanc;Grégoire;1250422.05
Valette;Mathilde;1250363.7
Pottier;Suzanne;1250328.0
Gallet;Laurence;1250116.25
Clement;Aimé;1250013.65
Joly;Laurence;1249987.55
Brun;Pénélope;1249980.65
Deschamps;Hugues;1249906.9
Dufour;Claude;1249876.95
Blot;Julien;1249859.85
Etienne;Jeanne;1249769.65
Huet;Augustin;1249655.4
Le Roux;Édith;1249634.85
Dufour;Théodore;1249620.55
Pasquier;Anaïs;1249575.6
Rey;Frédéric;1249441.35
Ledoux;Philippe;1249415.65
Coste;Louise;1249363.4
Millet;Stéphanie;1249325.85
Monnier;Andrée;1249289.55
Dumas;Rémy;1249280.95
Dupuy;Marcelle;1249279.1
Hebert;Lorraine;1249251.95
Leduc;Philippe;1249245.7
Munoz;Luce;1249206.15
Baron;Capucine;1249180.15
Jacquot;Clémence;1249098.8
Martineau;Roland;1249053.95
Gimenez;Colette;1248975.9
Paris;Hugues;1248888.1
Barbe;Michèle;1248870.65
Delahaye;Jérôme;1248868.7
Bodin;Lucas;1248770.55
Bazin;Gabriel;1248767.3
Lemoine;Margot;1248711.45
Charpentier;Patricia;1248601.75
Paul;Léon;1248476.3
Dos Santos;Dominique;1248420.3
Legrand;Charles;1248390.5
Chretien;Madeleine;1248334.55
Guilbert;Victor;1248331.8
Poulain;Vincent;1248326.5
Dupre;Nicole;1248324.75
Laporte;Alexandrie;1248271.85
Ramos;Lucas;1248218.8
Ruiz;Marianne;1248198.9
Seguin;Marguerite;1248160.6
Lagarde;Benoît;1248117.7
Ruiz;Maggie;1248075.55
Remy;Franck;1247996.45
Grondin;Claudine;1247993.65
Legrand;Alfred;1247939.15
Chauveau;Gilbert;1247874.0
Nguyen;Joseph;1247792.75
Besnard;Clémence;1247765.85
Pichon;Vincent;1247712.85
Delmas;Emmanuel;1247622.75
Besnard;Pierre;1247583.15
Carlier;Martine;1247553.4
David;Denise;1247464.75
Laroche;Jacqueline;1247276.8
Dufour;Raymond;1247274.05
Lecoq;Margaud;1247262.5
Deschamps;Édith;1247245.05
Coste;Louise;1247163.0
Millet;Inès;1247114.15
Pottier;Camille;1247035.3
Deschamps;Simone;1247034.3
Costa;Philippine;1247022.0
Besson;Raymond;1247019.65
Rodrigues;Marguerite;1246972.5
Bailly;Diane;1246970.75
Dufour;Anne;1246935.5
Alexandre;Geneviève;1246896.3
Lelievre;Nathalie;1246878.45
Allain;Joséphine;1246860.6
Besson;Gabrielle;1246629.25
Cousin;Anastasie;1246623.55
Sauvage;Julien;1246580.5
Cousin;Manon;1246563.5
Torres;Paul;1246555.5
Laine;Nathalie;1246515.05
Joseph;Pauline;1246477.8
Chevalier;Rémy;1246477.15
Fischer;Lorraine;1246444.4
Carpentier;Océane;1246442.6
Laporte;Nathalie;1246441.9
Pierre;Christelle;1246278.65
Hoarau;Jérôme;1246219.2
Mary;Juliette;1246193.75
Gaillard;Simone;1246165.45
Bazin;Aurélie;1246143.9
Grondin;Agathe;1246118.55
Bazin;Alice;1246058.5
Guerin;Édouard;1245985.5
Paris;Xavier;1245904.2
Colin;Noémi;1245884.45
Carlier;Gilbert;1245749.3
Chartier;Léon;1245673.7
Hamon;Thibault;1245659.35
Leroy;Alexandria;1245636.5
Olivier;Gilles;1245629.3
Fischer;Agnès;1245609.9
Chretien;Marcel;1245606.25
Pascal;Luce;1245599.85
Roche;Alain;1245527.15
Bigot;Simone;1245485.1
Pelletier;Margaret;1245436.45
Thomas;Guy;1245407.55
Delahaye;Diane;1245403.35
Dumas;Roger;1245387.65
Letellier;Madeleine;1245291.15
Caron;William;1245248.55
Pichon;Vincent;1245246.6
Turpin;Isabelle;1245153.2
Salmon;Geneviève;1245151.55
Leroux;Geneviève;1245146.0
Baudry;David;1245105.85
Perret;Juliette;1245087.05
Pineau;Pierre;1244998.2
Allain;Thierry;1244992.3
Foucher;Véronique;1244931.35
Payet;Denis;1244904.85
Antoine;Julie;1244829.4
Renaud;Lorraine;1244792.6
Pineau;Aurélie;1244745.8
Allain;Jacqueline;1244731.15
Bouvet;Michelle;1244665.4
Mendes;Philippe;1244662.6
Bruneau;Gabrielle;1244642.55
Thibault;Marthe;1244477.95
Goncalves;Jérôme;1244465.3
Francois;Martine;1244450.55
Renard;Suzanne;1244410.5
Pelletier;Céline;1244373.75
Perrot;Alexandre;1244361.35
Guerin;Maggie;1244347.75
Marchal;Franck;1244279.95
Hamel;Andrée;1244246.2
Bertin;Claudine;1244237.2
Bazin;Marthe;1244230.1
Courtois;Gilbert;1244228.75
Valette;Stéphane;1244218.2
Andre;Maryse;1244103.5
Marques;Laurent;1243959.1
Couturier;Philippe;1243952.45
Gauthier;Camille;1243939.75
Begue;Louise;1243903.5
Lacroix;Pauline;1243878.4
Lebreton;Margaux;1243733.25
Paul;Virginie;1243725.0
Dos Santos;Marianne;1243712.0
Reynaud;Danielle;1243638.05
Delorme;Sylvie;1243528.75
Pages;Célina;1243527.7
Payet;Cécile;1243507.0
Noel;Margot;1243425.05
Mendes;Auguste;1243317.9
Godard;Madeleine;1243302.4
Pires;daisy;1243224.15
Guillon;Philippe;1243152.0
Giraud;Jean;1243127.7
Martins;Susan;1243120.0
Antoine;Margot;1243092.7
Sanchez;Bernard;1243036.4
Benard;Agathe;1242998.95
Julien;Étienne;1242983.4
Gomez;Théophile;1242957.55
Auger;Noël;1242907.3
Robert;Laurence;1242829.3
Ruiz;Roger;1242697.85
Hubert;Éric;1242585.85
Duhamel;Alexandria;1242531.95
Martineau;Aimé;1242502.95
Fournier;Maggie;1242455.8
Robin;Victoire;1242338.8
Teixeira;Grégoire;1242310.65
Pierre;Christelle;1242299.35
Weiss;Émile;1242294.05
Roussel;Camille;1242077.35
Evrard;Benjamin;1242022.85
Leclercq;Clémence;1241932.65
Guyot;Laure;1241902.5
Nicolas;Aurélie;1241881.45
Girard;Nath;1241858.9
Marin;Simone;1241747.4
Blondel;Laetitia;1241556.9
Maurice;Léon;1241522.0
Fleury;Marine;1241394.3
Gomez;Constance;1241356.0
Barre;Catherine;1241310.15
Nicolas;Suzanne;1241233.7
Caron;Marthe;1241193.1
Germain;Adèle;1241164.55
Nguyen;daisy;1241064.95
Lenoir;Hugues;1241045.2
Bourdon;Lucy;1240978.95
Renaud;Laurent;1240869.75
Baudry;Luce;1240857.45
Bernard;Margaret;1240834.35
Gimenez;Lucas;1240822.8
Da Silva;Chantal;1240755.0
Ribeiro;Marcelle;1240690.7
Lefebvre;Paulette;1240684.5
Bonnin;Rémy;1240656.1
Launay;Éléonore;1240629.65
Rodriguez;Thierry;1240626.3
Lefort;Stéphane;1240501.9
Cohen;Raymond;1240485.75
Lemoine;Corinne;1240423.7
Martineau;Patrick;1240356.5
Fouquet;Patrick;1240354.0
Benoit;Élodie;1240339.8
Verdier;Victor;1240238.45
Teixeira;Jules;1240164.55
Sauvage;Joséphine;1240101.35
Andre;Marc;1240008.3
Olivier;Jeannine;1239992.55
Paul;Matthieu;1239974.7
Marechal;Renée;1239821.95
Colin;Bernadette;1239818.75
Dijoux;Adèle;1239723.35
Simon;Denis;1239671.95
Pineau;Alexandrie;1239648.55
Faure;Susan;1239582.95
Leger;Arnaude;1239565.6
Hamon;Laure;1239545.2
Girard;Inès;1239519.35
Le Gall;Marcelle;1239517.6
Traore;Margot;1239494.45
Guerin;Mathilde;1239487.25
Courtois;Constance;1239476.25
Gros;Charles;1239418.25
Pascal;Michelle;1239343.45
Perrin;Suzanne;1239288.05
Guillaume;Audrey;1239128.85
Bertrand;Eugène;1239127.55
Schneider;Victoire;1238984.55
Durand;Arthur;1238945.85
Weiss;Rémy;1238890.8
Girard;Théophile;1238840.3
Brun;François;1238775.85
Klein;Dorothée;1238752.35
Michaud;Emmanuelle;1238740.15
Parent;Augustin;1238735.7
Colas;Frédérique;1238675.6
Hamon;Maurice;1238661.3
Guillaume;Anastasie;1238625.0
Perrin;Laetitia;1238608.55
Merle;Margaux;1238571.3
Grenier;Valérie;1238514.85
Descamps;Isabelle;1238450.25
Gillet;Margaud;1238432.8
Carlier;Christelle;1238429.75
Joseph;Honoré;1238408.55
Barbier;Jacques;1238390.9
Cousin;Antoinette;1238368.85
Roche;Adèle;1238352.8
Pierre;Christelle;1238313.2
Leclerc;Susan;1238298.7
Martins;Aimé;1238298.5
Lefevre;Madeleine;1238289.5
Antoine;Maggie;1238267.85
Deschamps;Valentine;1238187.85
Gaillard;Théodore;1238156.75
Brun;Charlotte;1238130.6
Samson;Roland;1238125.15
Barbe;Agnès;1238110.85
Letellier;Catherine;1238093.65
Denis;Valentine;1238077.3
Alves;Louis;1237984.2
Becker;Laurence;1237879.5
Prevost;Gilles;1237855.55
Lemoine;Martine;1237835.15
Chevallier;Margot;1237814.0
Blondel;Jacqueline;1237769.75
Pascal;Agathe;1237698.65
Peltier;Maurice;1237685.95
Menard;Margaud;1237626.0
Fouquet;Agnès;1237594.75
Bertin;Claude;1237562.95
Pasquier;William;1237542.15
Barbier;Honoré;1237504.4
Hardy;Margot;1237497.95
Hamon;Noémi;1237482.25
Michaud;Claude;1237412.25
Humbert;Michèle;1237389.05
Hoarau;Brigitte;1237268.85
Perrot;Isaac;1237265.8
Dupont;Émile;1237240.9
Samson;daisy;1237195.3
Pottier;Émile;1237179.25
Labbe;Charles;1237177.3
Berger;Laurent;1237172.7
Aubry;Patricia;1237165.45
Maury;Éric;1236986.45
Herve;Marcelle;1236942.9
Bigot;Philippine;1236911.7
Gilbert;Roland;1236909.0
Deschamps;Marthe;1236908.1
Clerc;Anaïs;1236853.95
Munoz;Thibaut;1236833.3
Legrand;Thibault;1236802.4
Voisin;Charlotte;1236702.7
Poulain;Luce;1236701.45
Gaillard;René;1236677.6
Hebert;Charlotte;1236644.65
